id,session_num,time_clip,time,place,place_raw,scale,scale_order
191,2,0:48:15,1900-01-01 02:11:17,Haiti,Haiti,country,6
192,2,0:48:19,1900-01-01 02:11:21,"Paris, France",Paris; France,city / area,4
193,2,0:51:00,1900-01-01 02:14:02,Haiti,Haiti,country,6
194,2,0:52:17,1900-01-01 02:15:19,"Pétionville, Haiti",Pétionville; Haiti,local,3
195,2,0:52:35,1900-01-01 02:15:37,Haiti,Haiti,country,6
196,2,0:53:19,1900-01-01 02:16:21,Morocco,Marocco,country,6
197,2,0:53:20,1900-01-01 02:16:22,Tunisia,Tunisia,country,6
198,2,0:54:31,1900-01-01 02:17:33,"Montreal, Canada",Montreal; Canada,city / area,4
199,2,0:54:35,1900-01-01 02:17:37,Africa,Africa,continent,7
200,2,0:55:08,1900-01-01 02:18:10,Haiti,Haiti,country,6
201,2,0:55:16,1900-01-01 02:18:18,Haiti,Haiti,country,6
202,2,0:56:07,1900-01-01 02:19:09,Haiti,Haiti,country,6
203,2,0:56:10,1900-01-01 02:19:12,Haiti,Haiti,country,6
204,2,0:57:26,1900-01-01 02:20:28,Haiti,Haiti,country,6
205,2,0:57:10,1900-01-01 02:20:12,Africa,Africa,continent,7
206,2,0:57:26,1900-01-01 02:20:28,Haiti,Senegal,country,6
207,2,0:58:29,1900-01-01 02:21:31,Haiti,Haiti,country,6
208,2,0:58:38,1900-01-01 02:21:40,Haiti,Haiti,country,6
209,2,0:58:42,1900-01-01 02:21:44,Haiti,Haiti,country,6
210,2,0:58:56,1900-01-01 02:21:58,Haiti,Haiti,country,6
211,2,0:58:58,1900-01-01 02:22:00,Haiti,Haiti,country,6
212,2,0:59:00,1900-01-01 02:22:02,Haiti,Haiti,country,6
213,2,0:59:44,1900-01-01 02:22:46,"IKEA, Montreal, Canada",IKEA; Montreal; Canada,very local,2
214,2,1:01:01,1900-01-01 02:24:03,Haiti,Haiti,country,6
215,2,1:01:45,1900-01-01 02:24:47,"Saint Leonard, Montreal, Canada",Saint Leonard; Montreal; Canada,local,3
216,2,1:02:10,1900-01-01 02:25:12,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
217,2,1:03:22,1900-01-01 02:26:24,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
218,2,1:03:23,1900-01-01 02:26:25,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
219,2,1:03:27,1900-01-01 02:26:29,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
220,2,1:03:28,1900-01-01 02:26:30,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
221,2,1:03:36,1900-01-01 02:26:38,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
222,2,1:03:54,1900-01-01 02:26:56,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
223,2,1:04:10,1900-01-01 02:27:12,"Plaza Côte-des-Neiges, Montreal, Canada",Plaza Côte-des-Neiges; Montreal; Canada,very local,2
224,2,1:04:14,1900-01-01 02:27:16,"Renaud Bray Côte-des-Neiges, Montreal, Canada",Renaud Bray Côte-des-Neiges; Montreal; Canada,very local,2
225,2,1:04:23,1900-01-01 02:27:25,"Renaud Bray Côte-des-Neiges, Montreal, Canada",Renaud Bray Côte-des-Neiges; Montreal; Canada,very local,2
226,2,1:04:40,1900-01-01 02:27:42,"Brulerie St. Denis, Côte-des-Neiges, Montreal, Canada",Brulerie St. Denis; Côte-des-Neiges; Montreal; Canada,very local,2
227,2,1:04:41,1900-01-01 02:27:43,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
228,2,1:04:45,1900-01-01 02:27:47,"Renaud Bray Côte-des-Neiges, Montreal, Canada",Renaud Bray Côte-des-Neiges; Montreal; Canada,very local,2
229,2,1:07:45,1900-01-01 02:30:47,"Montreal, Canada",Montreal; Canada,city / area,4
230,2,1:07:47,1900-01-01 02:30:49,Haiti,Haiti,country,6
231,2,1:07:51,1900-01-01 02:30:53,"Montreal, Canada",Montreal; Canada,city / area,4
232,2,1:08:00,1900-01-01 02:31:02,"Concordia University, Montreal, Canada",Concordia University; Montreal; Canada,very local,2
233,2,1:11:35,1900-01-01 02:34:37,Haiti,Haiti,country,6
234,2,1:11:39,1900-01-01 02:34:41,L'école des soeurs la sagesse de Pétionville (?),L'école des soeurs la sagesse de Pétionville (?),very local,2
235,2,1:11:45,1900-01-01 02:34:47,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
236,2,1:11:46,1900-01-01 02:34:48,"Pétionville, Haiti",Pétionville; Haiti,local,3
237,2,1:11:48,1900-01-01 02:34:50,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
238,2,1:11:54,1900-01-01 02:34:56,"Lycée de Pétionville, Pétionville, Haiti",Lycée de Pétionville; Pétionville; Haiti,very local,2
239,2,1:11:58,1900-01-01 02:35:00,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
