id,session_num,su_num,time_clip_start,time_clip_end,time_start,time_end,place,place_raw,scale,journey,scale_order
99,1.0,98.0,null,null,1900-01-01 01:20:49,1900-01-01 01:21:27,"Bukavu, Democratic Republic of Congo","Bukavu, Democratic Republic of Congo",city / area,null,4
100,1.0,99.0,null,null,1900-01-01 01:21:27,1900-01-01 01:22:06,"Bukavu, Democratic Republic of Congo; Bujumbura, Burundi",Bukavu; Bujumbura,journey,Journey 7,1
101,1.0,100.0,null,null,1900-01-01 01:22:06,1900-01-01 01:23:48,"Bujumbura, Burundi","Bujumbura, Burundi",city / area,null,4
102,1.0,101.0,null,null,1900-01-01 01:23:48,1900-01-01 01:25:16,Rwanda,Rwanda,country,null,6
103,1.0,102.0,null,null,1900-01-01 01:25:16,1900-01-01 01:26:17,"Bujumbura, Burundi; Europe; Minnesota, USA",Bujumbura; Europe; Minnesota,journey,Journey 8,1
104,1.0,103.0,null,null,1900-01-01 01:26:17,1900-01-01 01:26:34,"Minnesota, USA","Minnesota, US",city / area,null,4
105,1.0,104.0,null,null,1900-01-01 01:26:34,1900-01-01 01:27:05,"Ontario, Canada","Ontario, Canada",region,null,5
106,1.0,105.0,null,null,1900-01-01 01:27:05,1900-01-01 01:27:15,_end,none,null,null,8
107,1.0,106.0,null,null,1900-01-01 01:27:15,1900-01-01 01:28:56,Rwanda,Rwanda,country,null,6
108,1.0,107.0,null,null,1900-01-01 01:28:56,1900-01-01 01:32:20,"Bujumbura, Burundi; Bugusera, Rwanda","Bujumbura, Burundi; Bugesera, Rwanda (Frontière)",journey,journey 9,1
109,1.0,108.0,null,null,1900-01-01 01:32:20,1900-01-01 01:35:55,"Nyamata, Rwanda","Nyamata, Rwanda",local,null,3
110,1.0,109.0,null,null,1900-01-01 01:35:55,1900-01-01 01:37:00,"Nyamata, Rwanda","Nyamata, Rwanda",local,null,3
111,1.0,110.0,null,null,1900-01-01 01:37:00,1900-01-01 01:38:30,"Nyamata, Rwanda","Nyamata, Rwanda",local,null,3
112,1.0,111.0,null,null,1900-01-01 01:38:30,1900-01-01 01:39:40,"Nyamata, Rwanda","Nyamata, Rwanda",local,null,3
113,1.0,112.0,null,null,1900-01-01 01:39:40,1900-01-01 01:40:10,"Nyamata, Rwanda; Kabuga, Rwanda","Nyamata; Kabuga, Rwanda",journey,journey 10,1
114,1.0,113.0,null,null,1900-01-01 01:40:10,1900-01-01 01:41:35,"Kabuga, Rwanda","Kabuga, Rwanda",local,null,3
115,1.0,114.0,null,null,1900-01-01 01:41:35,1900-01-01 01:50:20,Rwanda,Rwanda,country,null,6
116,1.0,115.0,null,null,1900-01-01 01:50:20,1900-01-01 01:50:36,_end,none,null,null,8
117,1.0,116.0,null,null,1900-01-01 01:50:36,1900-01-01 01:51:30,Rwanda,Rwanda,country,null,6
118,1.0,117.0,null,null,1900-01-01 01:51:30,1900-01-01 01:52:10,_end,none,null,null,8
119,1.0,118.0,null,null,1900-01-01 01:52:10,1900-01-01 01:53:25,"Concordia University, Montreal, Canada","Concordia University, Montreal, Canada",very local,null,2
120,1.0,119.0,null,null,1900-01-01 01:53:25,1900-01-01 01:55:10,_end,none,null,null,8
121,1.0,120.0,null,null,1900-01-01 01:55:10,1900-01-01 01:55:38,Rwanda,Rwanda,country,null,6
122,1.0,121.0,null,null,1900-01-01 01:55:38,1900-01-01 01:56:50,Rwanda,Rwanda,country,null,6
123,1.0,122.0,null,null,1900-01-01 01:56:50,1900-01-01 01:56:54,_end,none,null,null,8
124,1.0,123.0,null,null,1900-01-01 01:56:54,1900-01-01 01:58:52,"Kigali, Rwanda","Kigali, Rwanda",city / area,null,4
125,1.0,124.0,null,null,1900-01-01 01:58:52,1900-01-01 01:59:05,Rwanda,Rwanda,country,null,6
126,1.0,125.0,null,null,1900-01-01 01:59:05,1900-01-01 02:01:40,"Nyamata, Rwanda","Nyamata, Rwanda",local,null,3
127,1.0,126.0,null,null,1900-01-01 02:01:40,1900-01-01 02:01:50,_end,none,null,null,8
128,1.0,127.0,null,null,1900-01-01 02:01:50,1900-01-01 02:05:29,Rwanda,Rwanda,country,null,6
