id,session_num,su_num,time_clip_start,time_clip_end,time_start,time_end,place,place_raw,scale,journey,scale_order
90,2.0,84.0,0:11:25,0:12:00,1900-01-01 01:34:27,1900-01-01 01:35:02,"Montreal, Canada",Montreal; Canada,city / area,null,4
91,2.0,85.0,0:12:00,0:12:06,1900-01-01 01:35:02,1900-01-01 01:35:08,_end,none,null,null,8
92,2.0,86.0,0:12:06,0:13:19,1900-01-01 01:35:08,1900-01-01 01:36:21,"Pierre Elliott Trudeau International Airport, Montreal, Canada",Pierre Elliott Trudeau International Airport; Montreal; Canada,very local,null,2
93,2.0,87.0,0:13:19,0:13:34,1900-01-01 01:36:21,1900-01-01 01:36:36,"Montreal, Canada",Montreal; Canada,city / area,null,4
94,2.0,88.0,0:13:34,0:14:40,1900-01-01 01:36:36,1900-01-01 01:37:42,Cuba,Cuba,country,null,6
95,2.0,89.0,0:14:40,0:14:47,1900-01-01 01:37:42,1900-01-01 01:37:49,"Montreal, Canada",Montreal; Canada,city / area,null,4
96,2.0,90.0,0:14:47,0:16:43,1900-01-01 01:37:49,1900-01-01 01:39:45,"Montreal, Canada",Montreal; Canada,city / area,null,4
97,2.0,91.0,0:16:43,0:16:47,1900-01-01 01:39:45,1900-01-01 01:39:49,_end,none,null,null,8
98,2.0,92.0,0:16:47,0:18:46,1900-01-01 01:39:49,1900-01-01 01:41:48,"Montreal, Canada",Montreal; Canada,city / area,null,4
99,2.0,93.0,0:18:46,0:18:49,1900-01-01 01:41:48,1900-01-01 01:41:51,_end,none,null,null,8
100,2.0,94.0,0:18:49,0:19:56,1900-01-01 01:41:51,1900-01-01 01:42:58,"Pierre Elliott Trudeau International Airport, Montreal, Canada",Pierre Elliott Trudeau International Airport; Montreal; Canada,very local,null,2
101,2.0,95.0,0:19:56,0:20:00,1900-01-01 01:42:58,1900-01-01 01:43:02,"Pierre Elliott Trudeau International Airport, Montreal, Canada",Pierre Elliott Trudeau International Airport; Montreal; Canada,very local,null,2
102,2.0,96.0,0:20:00,0:21:49,1900-01-01 01:43:02,1900-01-01 01:44:51,_end,none,null,null,8
103,2.0,97.0,0:21:49,0:23:06,1900-01-01 01:44:51,1900-01-01 01:46:08,Haiti,Haiti,country,null,6
104,2.0,98.0,0:23:06,0:23:10,1900-01-01 01:46:08,1900-01-01 01:46:12,"Montreal, Canada",Montreal; Canada,city / area,null,4
105,2.0,99.0,0:23:10,0:23:45,1900-01-01 01:46:12,1900-01-01 01:46:47,"Montreal, Canada",Montreal; Canada,city / area,null,4
106,2.0,100.0,0:23:45,0:23:50,1900-01-01 01:46:47,1900-01-01 01:46:52,"Commission des droits de la personne et des droits de la jeunesse, Montreal, Canada",Commission des droits de la personne et des droits de la jeunesse; Montreal; Canada,very local,null,2
107,2.0,101.0,0:23:50,0:23:57,1900-01-01 01:46:52,1900-01-01 01:46:59,"Commission des droits de la personne et des droits de la jeunesse, Montreal, Canada",Commission des droits de la personne et des droits de la jeunesse; Montreal; Canada,very local,null,2
108,2.0,102.0,0:23:57,0:23:59,1900-01-01 01:46:59,1900-01-01 01:47:01,"Commission des droits de la personne et des droits de la jeunesse, Montreal, Canada",Commission des droits de la personne et des droits de la jeunesse; Montreal; Canada,very local,null,2
