id,session_num,time_clip,time,place,place_raw,scale,scale_order
287,3,0:10:14,1900-01-01 01:40:31,"Route des Dalles, Port-au-Prince, Haiti",Route des Dalles; Port-au-Prince; Haiti,very local,2
288,3,0:10:49,1900-01-01 01:41:06,"Côte Plage, Haiti",Côte Plage; Haiti,local,3
289,3,0:15:05,1900-01-01 01:45:22,Haiti,Haiti,country,6
290,3,0:16:03,1900-01-01 01:46:20,"Montreal, Canada",Montreal; Canada,city / area,4
291,3,0:18:36,1900-01-01 01:48:53,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
292,3,0:19:47,1900-01-01 01:50:04,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
293,3,0:19:52,1900-01-01 01:50:09,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
294,3,0:19:56,1900-01-01 01:50:13,Haiti,Haiti,country,6
295,3,0:22:40,1900-01-01 01:52:57,Haiti,Haiti,country,6
296,3,0:22:50,1900-01-01 01:53:07,France,France,country,6
297,3,0:22:54,1900-01-01 01:53:11,France,France,country,6
298,3,0:22:55,1900-01-01 01:53:12,Latin America,Latin America,continent,7
299,3,0:22:57,1900-01-01 01:53:14,Latin America,Latin America,continent,7
300,3,0:23:04,1900-01-01 01:53:21,Chile,Chile,country,6
301,3,0:26:12,1900-01-01 01:56:29,"UQAM, Montreal, Canada",UQAM; Montreal; Canada,very local,2
302,3,0:26:35,1900-01-01 01:56:52,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
303,3,0:26:36,1900-01-01 01:56:53,"Santiago, Chile",Santiago; Chile,city / area,4
304,3,0:26:38,1900-01-01 01:56:55,"Montreal, Canada",Montreal; Canada,city / area,4
305,3,0:26:58,1900-01-01 01:57:15,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
306,3,0:27:00,1900-01-01 01:57:17,"Bicentennaire, Port-au-Prince, Haiti",Bicentennaire; Port-au-Prince; Haiti,very local,2
307,3,0:27:40,1900-01-01 01:57:57,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
308,3,0:27:48,1900-01-01 01:58:05,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
309,3,0:27:57,1900-01-01 01:58:14,"Bel Air, Port-au-Prince, Haiti",Bel Air; Port-au-Prince; Haiti,local,3
310,3,0:27:59,1900-01-01 01:58:16,"Bel Air, Port-au-Prince, Haiti",Bel Air; Port-au-Prince; Haiti,local,3
311,3,0:28:37,1900-01-01 01:58:54,"Bel Air, Port-au-Prince, Haiti",Bel Air; Port-au-Prince; Haiti,local,3
312,3,0:29:26,1900-01-01 01:59:43,"Port-au-Prince, Haiti",Port-au-Prince; Haiti,city / area,4
313,3,0:30:58,1900-01-01 02:01:15,"Toronto, Canada",Toronto; Canada,city / area,4
314,3,0:31:37,1900-01-01 02:01:54,"Rue Marcelin, Port-au-Prince, Haiti",Rue Marcelin; Port-au-Prince; Haiti,very local,2
315,3,0:32:16,1900-01-01 02:02:33,"Santiago, Chile",Santiago; Chile,city / area,4
316,3,0:32:19,1900-01-01 02:02:36,"Santiago, Chile",Santiago; Chile,city / area,4
317,3,0:32:22,1900-01-01 02:02:39,Chile,Chile,country,6
318,3,0:32:24,1900-01-01 02:02:41,Chile,Chile,country,6
319,3,0:32:27,1900-01-01 02:02:44,Chile,Chile,country,6
320,3,0:32:30,1900-01-01 02:02:47,"Pedro de Valdivia Norte, Santiago, Chile",Pedro de Valdivia Norte; Santiago; Chile,local,3
321,3,0:32:35,1900-01-01 02:02:52,"San Cristobal Hill, Santiago, Chile",San Cristobal Hill; Santiago; Chile,local,3
322,3,0:32:37,1900-01-01 02:02:54,"San Cristobal Hill, Santiago, Chile",San Cristobal Hill; Santiago; Chile,local,3
323,3,0:32:45,1900-01-01 02:03:02,"Catedral, Santiago, Chile",Catedral; Santiago; Chile,very local,2
324,3,0:32:48,1900-01-01 02:03:05,"Santiago, Chile",Santiago; Chile,city / area,4
325,3,0:32:51,1900-01-01 02:03:08,"Vicuña Mackenna, Santiago, Chile",Vicuña Mackenna; Santiago; Chile,local,3
326,3,0:32:57,1900-01-01 02:03:14,"Pedro de Valdivia Norte, Santiago, Chile",Pedro de Valdivia Norte; Santiago; Chile,local,3
327,3,0:33:04,1900-01-01 02:03:21,"Ñuñoa, Santiago, Chile",Ñuñoa; Santiago; Chile,local,3
328,3,0:33:23,1900-01-01 02:03:40,"Card Jose Maria Caro, Lo Espejo, Santiago, Chile",Card Jose Maria Caro; Lo Espejo; Santiago; Chile,local,3
329,3,0:33:34,1900-01-01 02:03:51,"Card Jose Maria Caro, Lo Espejo, Santiago, Chile",Card Jose Maria Caro; Lo Espejo; Santiago; Chile,local,3
330,3,0:33:48,1900-01-01 02:04:05,Chile,Chile,country,6
331,3,0:34:03,1900-01-01 02:04:20,"Montreal, Canada",Montreal; Canada,city / area,4
332,3,0:34:14,1900-01-01 02:04:31,"Montreal, Canada",Montreal; Canada,city / area,4
333,3,0:34:21,1900-01-01 02:04:38,"Rue Isabella, Montreal, Canada",Rue Isabella; Montreal; Canada,very local,2
334,3,0:34:24,1900-01-01 02:04:41,"Rue St Denis, Montreal, Canada",Rue St Denis; Montreal; Canada,very local,2
335,3,0:34:25,1900-01-01 02:04:42,"Square Saint-Louis, Montreal, Canada",Square Saint-Louis; Montreal; Canada,very local,2
336,3,0:34:30,1900-01-01 02:04:47,"Montreal, Canada",Montreal; Canada,city / area,4
337,3,0:34:31,1900-01-01 02:04:48,"Rue Molson, Montreal, Canada",Rue Molson; Montreal; Canada,very local,2
338,3,0:34:32,1900-01-01 02:04:49,"Parc Molson, Montreal, Canada",Parc Molson; Montreal; Canada,very local,2
339,3,0:34:36,1900-01-01 02:04:53,"Rue Souart, Montreal, Canada",Rue Souart; Montreal; Canada,very local,2
340,3,0:34:39,1900-01-01 02:04:56,"Montreal, Canada",Montreal; Canada,city / area,4
341,3,0:34:44,1900-01-01 02:05:01,"Westmount, Canada",Westmount; Canada,local,3
342,3,0:34:45,1900-01-01 02:05:02,"Rue Souart, Montreal, Canada",Rue Souart; Montreal; Canada,very local,2
343,3,0:34:47,1900-01-01 02:05:04,"Avenue Decelles, Montreal, Canada",Avenue Decelles; Montreal; Canada,very local,2
344,3,0:34:49,1900-01-01 02:05:06,"Université de Montréal, Montreal, Canada",Université de Montréal; Montreal; Canada,very local,2
345,3,0:34:55,1900-01-01 02:05:12,"Montreal, Canada",Montreal; Canada,city / area,4
346,3,0:35:04,1900-01-01 02:05:21,"Montreal, Canada",Montreal; Canada,city / area,4
347,3,0:35:08,1900-01-01 02:05:25,"Olympic Stadium, Montreal, Canada",Olympic Stadium; Montreal; Canada,very local,2
348,3,0:35:10,1900-01-01 02:05:27,"Rosemont, Montreal, Canada",Rosemont; Montreal; Canada,local,3
349,3,0:35:12,1900-01-01 02:05:29,"Downtown, Montreal, Canada",Downtown; Montreal; Canada,local,3
350,3,0:35:14,1900-01-01 02:05:31,"Rue Milton, Montreal, Canada",Rue Milton; Montreal; Canada,very local,2
351,3,0:35:15,1900-01-01 02:05:32,"Milton-Parc, Montreal, Canada",Milton-Parc; Montreal; Canada,local,3
352,3,0:35:19,1900-01-01 02:05:36,"Côte-des-Neiges, Montreal, Canada",Côte-des-Neiges; Montreal; Canada,local,3
353,3,0:35:27,1900-01-01 02:05:44,"Station Vendôme, Montreal, Canada",Station Vendôme; Montreal; Canada,very local,2
354,3,0:35:30,1900-01-01 02:05:47,"Outremont, Montreal, Canada",Outremont; Montreal; Canada,local,3
