agg_su_id,id,su_num,place,scale_order,time_start,time_end,time_length,num_minutes,mention_freq,mention_index,mention_places,mention_match_freq,mention_match_index,mention_match_places,mention_match_time_index,mention_first_match_time,mention_first_match_time_ratio,mention_coarser_match_freq,mention_coarser_match_index,mention_coarser_match_places,mention_finer_match_freq,mention_finer_match_index,mention_finer_match_places
86,86,86,"Bukavu, Democratic Republic of Congo",4,1/1/1900 1:04,1/1/1900 1:06,"['00', '01', '41']",1.683333333,6,;114;115;116;117;118;119,";Cyangugu, Rwanda;Bukavu, Democratic Republic of Congo;Cyangugu, Rwanda;Democratic Republic of Congo;Bukavu, Democratic Republic of Congo;Cyangugu, Rwanda",2,;115;118,";Bukavu, Democratic Republic of Congo;Bukavu, Democratic Republic of Congo",;0 days 00:00:09;0 days 00:00:31,0 days 00:00:09,0.089108911,1,;117,;Democratic Republic of Congo,0,,
87,87,87,Africa,7,1/1/1900 1:06,1/1/1900 1:07,"['00', '01', '22']",1.366666667,9,;120;121;122;123;124;125;126;127;128,";Bukavu, Democratic Republic of Congo;Bujumbura, Burundi;Rwanda;Rwanda;Rwanda;Bukavu, Democratic Republic of Congo;Bujumbura, Burundi;Bujumbura, Burundi;Rwanda",0,,,,0,0,0,,,0,,
88,88,88,"Quebec, Canada",5,1/1/1900 1:07,1/1/1900 1:09,"['00', '01', '54']",1.9,9,;129;130;131;132;133;134;135;136;137,";USA;Canada;Europe;Europe;France;Quebec, Canada;Canada;USA;Canada",1,;134,";Quebec, Canada",;0 days 00:01:10,0 days 00:01:10,0.614035088,3,;130;135;137,;Canada;Canada;Canada,0,,
89,89;90,89.0;90.0,"Bujumbura, Burundi",4,1/1/1900 1:09,1/1/1900 1:11,"['00', '01', '41']",1.683333333,3,;138;139;140,";Bujumbura, Burundi;Rwanda;Bujumbura, Burundi",2,;138;140,";Bujumbura, Burundi;Bujumbura, Burundi",;0 days 00:00:01;0 days 00:00:26,0 days 00:00:01,0.00990099,0,,,0,,
91,91,91,_end,8,1/1/1900 1:11,1/1/1900 1:11,"['00', '00', '11']",0.183333333,0,,,0,,,,0,0,0,,,0,,
92,92,92,"Bujumbura, Burundi; Bugarama, Rwanda; Bukavu, Democratic Republic of Congo",1,1/1/1900 1:11,1/1/1900 1:12,"['00', '00', '49']",0.816666667,5,;141;142;143;144;145,";Bukavu, Democratic Republic of Congo;Bujumbura, Burundi;Bukavu, Democratic Republic of Congo;Rwanda;Bugarama, Rwanda",0,,,,0,0,5,;141;142;143;144;145,";Bukavu, Democratic Republic of Congo;Bujumbura, Burundi;Bukavu, Democratic Republic of Congo;Rwanda;Bugarama, Rwanda",0,,
93,93,nan,"Bukavu, Democratic Republic of Congo",4,1/1/1900 1:12,1/1/1900 1:12,"['00', '00', '35']",0.583333333,2,;146;147,";Bukavu, Democratic Republic of Congo;Bugarama, Rwanda",1,;146,";Bukavu, Democratic Republic of Congo",;0 days 00:00:12,0 days 00:00:12,0.342857143,0,,,0,,
94,94,93,"Bugarama, Rwanda; Bukavu, Democratic Republic of Congo",1,1/1/1900 1:12,1/1/1900 1:14,"['00', '01', '16']",1.266666667,1,;148,";Bukavu, Democratic Republic of Congo",0,,,,0,0,1,;148,";Bukavu, Democratic Republic of Congo",0,,
95,95;96;97;98;99,94.0;95.0;96.0;97.0;98.0,"Bukavu, Democratic Republic of Congo",4,1/1/1900 1:14,1/1/1900 1:21,"['00', '07', '21']",7.35,15,;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163,";Bukavu, Democratic Republic of Congo;Bujumbura, Burundi;Yugoslavia;Burundi;Bukavu, Democratic Republic of Congo;Rwanda;Bukavu, Democratic Republic of Congo;Burundi;Bujumbura, Burundi;Burundi;Rwanda;Rwanda;Cyangugu, Rwanda;Bujumbura, Burundi;Europe",3,;149;153;155,";Bukavu, Democratic Republic of Congo;Bukavu, Democratic Republic of Congo;Bukavu, Democratic Republic of Congo",;0 days 00:00:05;0 days 00:01:42;0 days 00:02:19,0 days 00:00:05,0.011337868,0,,,0,,
100,100,99,"Bukavu, Democratic Republic of Congo; Bujumbura, Burundi",1,1/1/1900 1:21,1/1/1900 1:22,"['00', '00', '39']",0.65,2,;164;165,";Bujumbura, Burundi;Bujumbura, Burundi",0,,,,0,0,2,;164;165,";Bujumbura, Burundi;Bujumbura, Burundi",0,,
101,101,100,"Bujumbura, Burundi",4,1/1/1900 1:22,1/1/1900 1:23,"['00', '01', '42']",1.7,3,;166;167;168,";Rwanda;Nyamata, Rwanda;Kigali, Rwanda",0,,,,0,0,0,,,0,,
102,102,101,Rwanda,6,1/1/1900 1:23,1/1/1900 1:25,"['00', '01', '28']",1.466666667,1,;169,;Switzerland,0,,,,0,0,0,,,0,,
103,103,102,"Bujumbura, Burundi; Europe; Minnesota, USA",1,1/1/1900 1:25,1/1/1900 1:26,"['00', '01', '01']",1.016666667,8,;170;171;172;173;174;175;176;177,";Bujumbura, Burundi;USA;San Francisco, USA;Minnesota, USA;Bujumbura, Burundi;Europe;Europe;USA",0,,,,0,0,7,;170;171;173;174;175;176;177,";Bujumbura, Burundi;USA;Minnesota, USA;Bujumbura, Burundi;Europe;Europe;USA",0,,
104,104,103,"Minnesota, USA",4,1/1/1900 1:26,1/1/1900 1:26,"['00', '00', '17']",0.283333333,2,;178;179,";Michigan, USA;Quebec, Canada",0,,,,0,0,0,,,0,,
105,105,104,"Ontario, Canada",5,1/1/1900 1:26,1/1/1900 1:27,"['00', '00', '31']",0.516666667,1,;180,";Ontario, Canada",1,;180,";Ontario, Canada",;0 days 00:00:01,0 days 00:00:01,0.032258065,0,,,0,,
106,106,105,_end,8,1/1/1900 1:27,1/1/1900 1:27,"['00', '00', '10']",0.166666667,0,,,0,,,,0,0,0,,,0,,
107,107,106,Rwanda,6,1/1/1900 1:27,1/1/1900 1:28,"['00', '01', '41']",1.683333333,3,;181;182;183,";Rwanda;Bukavu, Democratic Republic of Congo;Bukavu, Democratic Republic of Congo",1,;181,;Rwanda,;0 days 00:00:32,0 days 00:00:32,0.316831683,0,,,0,,
108,108,107,"Bujumbura, Burundi; Bugusera, Rwanda",1,1/1/1900 1:28,1/1/1900 1:32,"['00', '03', '24']",3.4,8,;184;185;186;187;188;189;190;191,";Nyamata, Rwanda;Nyamata, Rwanda;Bugesera, Rwanda;Sake, Rwanda;Burundi;Rwanda;Sake, Rwanda;Bugesera, Rwanda",0,,,,0,0,2,;188;189,;Burundi;Rwanda,0,,
109,109;110;111;112,108.0;109.0;110.0;111.0,"Nyamata, Rwanda",3,1/1/1900 1:32,1/1/1900 1:39,"['00', '07', '20']",7.333333333,1,;192,";Nyamata, Rwanda",1,;192,";Nyamata, Rwanda",;0 days 00:02:08,0 days 00:02:08,0.290909091,0,,,0,,
113,113,112,"Nyamata, Rwanda; Kabuga, Rwanda",1,1/1/1900 1:39,1/1/1900 1:40,"['00', '00', '30']",0.5,2,;193;194,";Kigali, Rwanda;Kabuga, Rwanda",0,,,,0,0,1,;194,";Kabuga, Rwanda",0,,
114,114,113,"Kabuga, Rwanda",3,1/1/1900 1:40,1/1/1900 1:41,"['00', '01', '25']",1.416666667,3,;195;196;197,";Kabuga, Rwanda;Uganda;Uganda",1,;195,";Kabuga, Rwanda",;0 days 00:00:02,0 days 00:00:02,0.023529412,0,,,0,,
115,115,114,Rwanda,6,1/1/1900 1:41,1/1/1900 1:50,"['00', '08', '45']",8.75,5,;198;199;200;201;202,";Nyamata, Rwanda;Bujumbura, Burundi;Nyamirambo, Rwanda;Kabuga, Rwanda;Bujumbura, Burundi",0,,,,0,0,0,,,3,;198;200;201,";Nyamata, Rwanda;Nyamirambo, Rwanda;Kabuga, Rwanda"
116,116,115,_end,8,1/1/1900 1:50,1/1/1900 1:50,"['00', '00', '16']",0.266666667,0,,,0,,,,0,0,0,,,0,,
117,117,116,Rwanda,6,1/1/1900 1:50,1/1/1900 1:51,"['00', '00', '54']",0.9,0,,,0,,,,0,0,0,,,0,,
118,118,117,_end,8,1/1/1900 1:51,1/1/1900 1:52,"['00', '00', '40']",0.666666667,0,,,0,,,,0,0,0,,,0,,
119,119,118,"Concordia University, Montreal, Canada",2,1/1/1900 1:52,1/1/1900 1:53,"['00', '01', '15']",1.25,1,;203,";Concordia University, Montreal, Canada",1,;203,";Concordia University, Montreal, Canada",;0 days 00:00:02,0 days 00:00:02,0.026666667,0,,,0,,
120,120,119,_end,8,1/1/1900 1:53,1/1/1900 1:55,"['00', '01', '45']",1.75,0,,,0,,,,0,0,0,,,0,,
121,121;122,120.0;121.0,Rwanda,6,1/1/1900 1:55,1/1/1900 1:56,"['00', '01', '40']",1.666666667,1,;204,";Bukavu, Democratic Republic of Congo",0,,,,0,0,0,,,0,,
123,123,122,_end,8,1/1/1900 1:56,1/1/1900 1:56,"['00', '00', '04']",0.066666667,0,,,0,,,,0,0,0,,,0,,
124,124,123,"Kigali, Rwanda",4,1/1/1900 1:56,1/1/1900 1:58,"['00', '01', '58']",1.966666667,0,,,0,,,,0,0,0,,,0,,
125,125,124,Rwanda,6,1/1/1900 1:58,1/1/1900 1:59,"['00', '00', '13']",0.216666667,0,,,0,,,,0,0,0,,,0,,
126,126,125,"Nyamata, Rwanda",3,1/1/1900 1:59,1/1/1900 2:01,"['00', '02', '35']",2.583333333,6,;205;206;207;208;209;210,";Nyamata, Rwanda;Kigali, Rwanda;Rwanda;Kigali, Rwanda;Kigali International Airport, Rwanda;Kigali, Rwanda",1,;205,";Nyamata, Rwanda",;0 days 00:00:06,0 days 00:00:06,0.038709677,1,;207,;Rwanda,0,,
127,127,126,_end,8,1/1/1900 2:01,1/1/1900 2:01,"['00', '00', '10']",0.166666667,0,,,0,,,,0,0,0,,,0,,
128,128,127,Rwanda,6,1/1/1900 2:01,1/1/1900 2:05,"['00', '03', '39']",3.65,2,;211;212,";Nyamata, Rwanda;Kigali, Rwanda",0,,,,0,0,0,,,2,;211;212,";Nyamata, Rwanda;Kigali, Rwanda"
129,129,128,"Southern Province, Rwanda",5,1/1/1900 2:05,1/1/1900 2:07,"['00', '02', '11']",2.183333333,2,;213;214,";Kaduha, Rwanda;Nyanza, Rwanda",0,,,,0,0,0,,,0,,
130,130,129,_end,8,1/1/1900 2:07,1/1/1900 2:07,"['00', '00', '08']",0.133333333,0,,,0,,,,0,0,0,,,0,,
131,131,130,"Southern Province, Rwanda",5,1/1/1900 2:07,1/1/1900 2:10,"['00', '03', '01']",3.016666667,1,;215,";Kigali, Rwanda",0,,,,0,0,0,,,0,,
132,132,131,Rwanda,6,1/1/1900 2:10,1/1/1900 2:11,"['00', '00', '11']",0.183333333,1,;216,;Rwanda,1,;216,;Rwanda,;0 days 00:00:05,0 days 00:00:05,0.454545455,0,,,0,,
133,133,132,"Montreal, Canada",4,1/1/1900 2:11,1/1/1900 2:13,"['00', '02', '45']",2.75,6,;217;218;219;220;221;222,";Bukavu, Democratic Republic of Congo;Montreal, Canada;Bujumbura, Burundi;Bujumbura, Burundi;Montreal, Canada;Montreal, Canada",3,;218;221;222,";Montreal, Canada;Montreal, Canada;Montreal, Canada",;0 days 00:01:33;0 days 00:01:50;0 days 00:02:06,0 days 00:01:33,0.563636364,0,,,0,,
