agg_su_id,id,su_num,place,scale_order,time_start,time_end,time_length,num_minutes,mention_freq,mention_index,mention_places,mention_match_freq,mention_match_index,mention_match_places,mention_match_time_index,mention_first_match_time,mention_first_match_time_ratio,mention_coarser_match_freq,mention_coarser_match_index,mention_coarser_match_places,mention_finer_match_freq,mention_finer_match_index,mention_finer_match_places
140.0,140,133.0,"Montreal, Canada",4,1900-01-01 02:11:34,1900-01-01 02:12:05,"['00', '00', '31']",0.5166666666666667,0,,,0,,,,0,0.0,0,,,0,,
141.0,141;142,134.0;135.0,_end,8,1900-01-01 02:12:05,1900-01-01 02:15:16,"['00', '03', '11']",3.183333333333333,1,;193,;Haiti,0,,,,0,0.0,0,,,0,,
143.0,143;144;145;146,136.0;137.0;138.0;139.0,"Montreal, Canada",4,1900-01-01 02:15:16,1900-01-01 02:25:08,"['00', '09', '52']",9.866666666666667,22,;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215,";Pétionville, Haiti;Haiti;Morocco;Tunisia;Montreal, Canada;Africa;Haiti;Haiti;Haiti;Haiti;Haiti;Africa;Senegal;Haiti;Haiti;Haiti;Haiti;Haiti;Haiti;IKEA, Montreal, Canada;Haiti;Saint Leonard, Montreal, Canada",1,;198,";Montreal, Canada",;0 days 00:02:17,0 days 00:02:17,0.23141891891891891,0,,,2,;213;215,";IKEA, Montreal, Canada;Saint Leonard, Montreal, Canada"
147.0,147;148;149;150;151,140.0;141.0;142.0;143.0;144.0,"Côte-des-Neiges, Montreal, Canada",3,1900-01-01 02:25:08,1900-01-01 02:28:44,"['00', '03', '36']",3.6,13,;216;217;218;219;220;221;222;223;224;225;226;227;228,";Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Plaza Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada;Brulerie St. Denis, Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada",8,;216;217;218;219;220;221;222;227,";Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada",;0 days 00:00:04;0 days 00:01:16;0 days 00:01:17;0 days 00:01:21;0 days 00:01:22;0 days 00:01:30;0 days 00:01:48;0 days 00:02:35,0 days 00:00:04,0.018518518518518517,0,,,5,;223;224;225;226;228,";Plaza Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada;Brulerie St. Denis, Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada"
152.0,152,nan,"Renaud Bray Côte-des-Neiges, Montreal, Canada",2,1900-01-01 02:26:25,1900-01-01 02:28:44,"['00', '02', '19']",2.316666666666667,11,;218;219;220;221;222;223;224;225;226;227;228,";Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Plaza Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada;Brulerie St. Denis, Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada",3,;224;225;228,";Renaud Bray Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada;Renaud Bray Côte-des-Neiges, Montreal, Canada",;0 days 00:00:51;0 days 00:01:00;0 days 00:01:22,0 days 00:00:51,0.3669064748201439,6,;218;219;220;221;222;227,";Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada;Côte-des-Neiges, Montreal, Canada",0,,
153.0,153,145.0,"Montreal, Canada",4,1900-01-01 02:28:44,1900-01-01 02:29:33,"['00', '00', '49']",0.8166666666666667,0,,,0,,,,0,0.0,0,,,0,,
154.0,154;155,146.0;147.0,_end,8,1900-01-01 02:29:33,1900-01-01 02:32:50,"['00', '03', '17']",3.283333333333333,4,;229;230;231;232,";Montreal, Canada;Haiti;Montreal, Canada;Concordia University, Montreal, Canada",0,,,,0,0.0,0,,,0,,
156.0,156,148.0,"Port-au-Prince, Haiti",4,1900-01-01 02:32:50,1900-01-01 02:35:36,"['00', '02', '46']",2.7666666666666666,10,;233;234;235;236;237;238;239;240;241;242,";Haiti;L'école des soeurs la sagesse de Pétionville (?);Port-au-Prince, Haiti;Pétionville, Haiti;Port-au-Prince, Haiti;Lycée de Pétionville, Pétionville, Haiti;Port-au-Prince, Haiti;Port-au-Prince, Haiti;Institut George Marc, Port-au-Prince, Haiti;College Fernand Prosper, Port-au-Prince, Haiti",4,;235;237;239;240,";Port-au-Prince, Haiti;Port-au-Prince, Haiti;Port-au-Prince, Haiti;Port-au-Prince, Haiti",;0 days 00:01:57;0 days 00:02:00;0 days 00:02:10;0 days 00:02:14,0 days 00:01:57,0.7048192771084337,1,;233,;Haiti,2,;241;242,";Institut George Marc, Port-au-Prince, Haiti;College Fernand Prosper, Port-au-Prince, Haiti"
157.0,157,149.0,_end,8,1900-01-01 02:35:36,1900-01-01 02:35:41,"['00', '00', '05']",0.08333333333333333,0,,,0,,,,0,0.0,0,,,0,,
158.0,158,150.0,"Port-au-Prince, Haiti",4,1900-01-01 02:35:41,1900-01-01 02:36:26,"['00', '00', '45']",0.75,0,,,0,,,,0,0.0,0,,,0,,
